predicate_raw,memories,relation_type,arity,similarity
gaming_hardware,3,other,unknown,0.224
game_recommendations,3,recommended,speech,0.350
game_recommendation,3,recommended,speech,0.345
game_building,3,other,unknown,0.313
french_podcasts,3,listened_to,set,0.394
food_storage_info,3,ate_at,set,0.368
food_recommendations,3,recommended,speech,0.445
flights_taken,3,visited,set,0.359
flight_itinerary,3,visited,set,0.400
flight_details,3,other,unknown,0.233
flang_grammar,3,other,unknown,0.177
fitness_plans,3,planned_event,event,0.419
fishing_gear,3,owns,set,0.337
fishing_catches,3,other,unknown,0.208
fishing_catch,3,other,unknown,0.212
financial_strategy,3,financial_activity,set,0.578
film_festival_attendance,3,attended,set,0.495
favorite_song,3,other,unknown,0.283
fashion_purchases,3,acquired,set,0.372
family_birthdays,3,milestone,event,0.488
eyeshadow_recommendations,3,recommended,speech,0.273
exercise_recommendation,3,recommended,speech,0.351
events_planned,3,planned_event,event,0.763
events_participating,3,planned_event,event,0.554
events,3,event_occurred,event,0.661
employment_tenure,3,works_at,single,0.472
emergency_fund_advice,3,recommended,speech,0.351
durres_mitigation_project,3,other,unknown,0.120
doll_collection,3,owns,set,0.332
disneyland_event,3,planned_event,event,0.458
dev_config_examples,3,other,unknown,0.246
decorator_recommendation,3,recommended,speech,0.452
dance_instructor,3,other,unknown,0.257
current_location,3,lives_in,single,0.371
credit_card_benefit,3,other,unknown,0.227
creative_writing,3,other,unknown,0.306
cooking_technique,3,cooked,set,0.617
cooking_instructions,3,cooked,set,0.599
cooking_activities,3,cooked,set,0.591
completed_races,3,completed,set,0.438
company_products,3,other,unknown,0.311
company_name,3,works_at,single,0.361
companion_plants,3,grows,set,0.527
commute_activity,3,other,unknown,0.347
collectible_info,3,owns,set,0.444
coin_collection,3,owns,set,0.357
coffee_tour_recommendation,3,recommended,speech,0.344
coffee_shop_recommendation,3,recommended,speech,0.319
coffee_ratio,3,other,unknown,0.204
coffee_consumption,3,other,unknown,0.301
coffee_additives,3,other,unknown,0.155
cocktail_experience,3,other,unknown,0.280
clothing_ownership,3,owns,set,0.682
closet_organization_plan,3,planned_event,event,0.276
civilization_v_game,3,other,unknown,0.224
cheryl_duties,3,other,unknown,0.232
character_info,3,other,unknown,0.289
cat_care_advice,3,recommended,speech,0.375
car_modifications,3,other,unknown,0.297
camping_recommendations,3,recommended,speech,0.216
camera_lens,3,other,unknown,0.202
camera_accessories,3,other,unknown,0.348
business_travel,3,visited,set,0.462
business_status,3,relationship_status,single,0.455
business_projects,3,other,unknown,0.330
business_plans,3,planned_event,event,0.431
business_plan,3,planned_event,event,0.385
business_activities,3,practises_hobby,set,0.493
brand_name,3,other,unknown,0.309
book_club,3,read,set,0.373
book_appraiser_directory,3,other,unknown,0.306
board_games_played,3,other,unknown,0.304
board_games,3,other,unknown,0.313
binaural_beats_url,3,other,unknown,0.107
bikes_owned,3,owns,set,0.472
bike,3,other,unknown,0.286
basketball_stats,3,other,unknown,0.298
baseball_collection,3,owns,set,0.312
backpack,3,other,unknown,0.271
ayrshire_wind_farm_investments,3,other,unknown,0.230
award_pricing,3,other,unknown,0.231
audiobook_platforms,3,other,unknown,0.305
athletic_achievements,3,milestone,event,0.353
astrology,3,milestone,event,0.404
assistant_task,3,explained,speech,0.533
assistant_recipe,3,recommended,speech,0.476
assistant_persona,3,explained,speech,0.439
assistant_identity,3,committed_to,speech,0.464
assistant_home_decor_advice,3,recommended,speech,0.433
assistant_explanation,3,explained,speech,0.710
assistant_code_snippet,3,explained,speech,0.414
artist_recommendation,3,recommended,speech,0.318
articles_read,3,read,set,0.746
art_recommendations,3,recommended,speech,0.420
art_projects,3,other,unknown,0.294
art_exhibitions_attended,3,attended,set,0.450
art_events_attended,3,attended,set,0.585
antique_collection,3,owns,set,0.427
airline_policy,3,other,unknown,0.264
accommodation_recommendations,3,recommended,speech,0.372
accommodation_plans,3,planned_event,event,0.355
academic_status,3,relationship_status,single,0.437
academic_history,3,event_occurred,event,0.497
youtube_subscriber_goal,2,current_goal,single,0.360
yoga_studio_recommendations,2,recommended,speech,0.318
yoga_studio,2,other,unknown,0.246
yoga_recommendations,2,recommended,speech,0.282
yoga_plans,2,planned_event,event,0.392
yoga_instructor,2,other,unknown,0.270
yoga_equipment,2,owns,set,0.305
yoga_attendance,2,attended,set,0.376
yerevan_preservation,2,other,unknown,0.267
writing_schedule,2,routine,single,0.373
writing_routine,2,routine,single,0.503
workshops,2,attended,set,0.393
workshop_instructor,2,attended,set,0.359
workout_frequency,2,routine,single,0.415
work_location,2,works_at,single,0.529
wine_pairings,2,other,unknown,0.199
wine_pairing_recommendation,2,recommended,speech,0.218
whatsapp_usage,2,other,unknown,0.313
weight_loss,2,other,unknown,0.271
weekly_activities,2,practises_hobby,set,0.505
weekday_wake_time,2,routine,single,0.541
wedding_favors,2,other,unknown,0.215
website,2,other,unknown,0.190
water_bottle_purchase,2,acquired,set,0.175
watched_videos,2,watched,set,0.648
watched_shows,2,watched,set,0.762
watched_musicals,2,watched,set,0.496
watch_owned,2,owns,set,0.517
watch_model,2,watched,set,0.460
watch_collection,2,owns,set,0.516
vtm_character_attributes,2,other,unknown,0.153
volunteering_opportunities,2,practises_hobby,set,0.353
volunteering_interest,2,practises_hobby,set,0.393
volunteer_interests,2,practises_hobby,set,0.409
volleyball_team_name,2,other,unknown,0.306
volleyball_league,2,other,unknown,0.276
vintage_cameras_count,2,other,unknown,0.236
video_workflow,2,other,unknown,0.303
vehicle_owned,2,owns,set,0.743
vehicle_maintenance,2,drives,single,0.364
vehicle,2,drives,single,0.612
vase_details,2,other,unknown,0.288
val_relationships,2,relationship_status,single,0.445
vacation_trip,2,visited,set,0.570
vacation,2,visited,set,0.479
user_uploads,2,other,unknown,0.270
user_projects,2,other,unknown,0.339
user_profile,2,other,unknown,0.328
user_possessions,2,owns,set,0.717
user_opinion,2,other,unknown,0.230
user_age,2,other,unknown,0.188
ukulele_resource_recommendations,2,recommended,speech,0.286
ukulele_brands,2,other,unknown,0.205
ukulele_app_recommendations,2,recommended,speech,0.308
uk_trade_negotiations,2,other,unknown,0.177
twitter_handle,2,other,unknown,0.208
twitch_stream,2,listened_to,set,0.366
tweet_character_limit,2,other,unknown,0.201
trips_taken,2,visited,set,0.519
trip_documentation_plan,2,planned_event,event,0.330
trip_budget,2,financial_activity,set,0.357
travel_tool,2,uses_tool,single,0.463
travel_tips,2,visited,set,0.465
travel_routes,2,visited,set,0.528
travel_goals,2,current_goal,single,0.538
travel_experience,2,visited,set,0.573
travel_destinations,2,visited,set,0.559
travel_destination,2,visited,set,0.583
travel,2,visited,set,0.584
transportation_recommendations,2,recommended,speech,0.380
training_recommendations,2,recommended,speech,0.499
training_plan,2,planned_event,event,0.332
trail_details,2,other,unknown,0.287
track_requirements,2,other,unknown,0.301
toothbrush,2,other,unknown,0.249
toaster_oven_recipes,2,cooked,set,0.416
tire_specs,2,other,unknown,0.133
theater_viewing_history,2,event_occurred,event,0.526
theater_rehearsals,2,other,unknown,0.285
theater_involvement,2,other,unknown,0.296
tennis_technique,2,other,unknown,0.230
tennis_racket,2,other,unknown,0.232
tennis_gear,2,owns,set,0.354
tech_maintenance,2,other,unknown,0.279
teams_policy_settings,2,team_size,single,0.471
tea_preferences,2,prefers,single,0.390
tarot_card_keywords,2,other,unknown,0.132
sustainability_practices,2,other,unknown,0.307
sustainability_goals,2,current_goal,single,0.502
supernatural_ability,2,other,unknown,0.222
subscription,2,used_service,set,0.497
study_schedule,2,routine,single,0.532
study_group,2,studies,single,0.597
student_loan_debt,2,other,unknown,0.234
street_art_location,2,other,unknown,0.277
streaming_subscriptions,2,listened_to,set,0.591
streaming_subscription,2,listened_to,set,0.570
streaming_duration,2,other,unknown,0.332
store_policy,2,other,unknown,0.300
stargazing_recommendations,2,recommended,speech,0.294
sprint_task,2,other,unknown,0.289
sports_team_preference,2,team_size,single,0.433
sports_memorabilia,2,owns,set,0.420
sports_equipment,2,owns,set,0.382
spices_used,2,other,unknown,0.283
spanish_learning_resources,2,other,unknown,0.254
spanish_cooking_resources,2,cooked,set,0.459
songwriting_goals,2,current_goal,single,0.410
software_stack,2,uses_tool,single,0.367
software_integrations,2,uses_tool,single,0.460
social_outings,2,knows_person,set,0.368
social_media_content_ideas,2,other,unknown,0.314
social_media_content,2,other,unknown,0.329
social_media_analytics,2,other,unknown,0.243
social_media,2,listened_to,set,0.364
social_interactions,2,other,unknown,0.347
social_interaction,2,other,unknown,0.329
social_groups,2,knows_person,set,0.352
social_event_details,2,event_occurred,event,0.538
social_event,2,event_occurred,event,0.526
social_enterprise_financing,2,other,unknown,0.314
social_encounters,2,knows_person,set,0.358
social_concerns,2,other,unknown,0.304
social_circle,2,knows_person,set,0.367
soccer_talent_recommendations,2,recommended,speech,0.331
soap_ingredients,2,other,unknown,0.166
snack_recommendations,2,recommended,speech,0.349
snack_preferences,2,prefers,single,0.442
snack_plans,2,planned_event,event,0.398
snack_choice,2,ate_at,set,0.396
smart_home_devices,2,other,unknown,0.259
sleep_aids,2,other,unknown,0.274
skincare_tools,2,uses_tool,single,0.395
skills_acquired,2,acquired,set,0.376
sister_relationship_status,2,relationship_status,single,0.668
sister_birthday,2,milestone,event,0.411
shoprite_loyalty_points,2,other,unknown,0.236
shopping_wishlist,2,other,unknown,0.260
shopping_location,2,other,unknown,0.329
shopping_history,2,event_occurred,event,0.397
shopping_goals,2,current_goal,single,0.530
shopping_frequency,2,other,unknown,0.276
shopping_apps,2,used_service,set,0.399
shoe_search,2,other,unknown,0.170
shakshuka_storage,2,other,unknown,0.172
service_usage,2,used_service,set,0.677
seismic_policy,2,other,unknown,0.170
search_strategies_explanation,2,other,unknown,0.311
sculpting_project,2,other,unknown,0.233
sculpting_materials,2,other,unknown,0.182
sculpting_classes,2,other,unknown,0.222
school_name,2,other,unknown,0.276
sake_recommendation,2,recommended,speech,0.343
running_volume,2,other,unknown,0.214
running_shoe_recommendations,2,recommended,speech,0.193
running_plans,2,planned_event,event,0.425
running_history,2,event_occurred,event,0.369
running_gear_recommendations,2,recommended,speech,0.269
running_events,2,planned_event,event,0.507
running_achievements,2,completed,set,0.369
rpg_character_stats,2,other,unknown,0.294
rpg_character,2,other,unknown,0.225
routine,2,routine,single,0.725
roleplay,2,other,unknown,0.325
road_trip_plan,2,planned_event,event,0.364
road_trip_destinations,2,visited,set,0.484
rewards_programs,2,other,unknown,0.247
retailer_discount,2,other,unknown,0.234
restoration_projects,2,other,unknown,0.290
restaurants_visited,2,visited,set,0.554
restaurant_visits,2,ate_at,set,0.502
resource_recommendation,2,recommended,speech,0.503
research_project,2,other,unknown,0.310
research_focus,2,studies,single,0.431
research_data,2,studies,single,0.361
requested_content,2,other,unknown,0.228
renovation_plans,2,planned_event,event,0.238
renovation_budget,2,financial_activity,set,0.268
reinhardt_ability_stats,2,other,unknown,0.161
recipes_made,2,cooked,set,0.609
recipe_suggestions,2,cooked,set,0.493
recipe_search,2,cooked,set,0.466
recent_meals,2,ate_at,set,0.421
real_estate_purchase,2,acquired,set,0.405
real_estate_goal,2,current_goal,single,0.492
real_estate_agent,2,other,unknown,0.331
reading_recommendations,2,recommended,speech,0.651
racing_events,2,other,unknown,0.349
race_participation,2,other,unknown,0.314
quinoa_prep_advice,2,recommended,speech,0.293
purchases_planned,2,acquired,set,0.389
purchase_plan,2,planned_event,event,0.320
ptinsights_campaign_components,2,other,unknown,0.237
proposal_plans,2,planned_event,event,0.421
property_safety_issue,2,other,unknown,0.332
property_projects,2,owns,set,0.372
property_plans,2,planned_event,event,0.347
property_advice,2,recommended,speech,0.475
project_status,2,completed,set,0.500
project_resources,2,other,unknown,0.274
project_plan,2,planned_event,event,0.446
project_name,2,completed,set,0.366
project_goals,2,current_goal,single,0.644
project_goal,2,current_goal,single,0.614
project_development,2,completed,set,0.368
project_bid_deadline,2,other,unknown,0.306
professional_background,2,works_as,single,0.424
products_sold,2,other,unknown,0.308
productivity_method,2,other,unknown,0.332
product_warranty,2,other,unknown,0.226
price_matching,2,other,unknown,0.164
potato_recommendations,2,recommended,speech,0.291
postcard_collection,2,owns,set,0.227
portable_power_bank,2,other,unknown,0.114
population_ewell,2,other,unknown,0.198
police_reports_filed,2,other,unknown,0.198
podcasts,2,listened_to,set,0.594
podcast_recommendation,2,recommended,speech,0.529
playlist_content,2,listened_to,set,0.377
play_recommendations,2,recommended,speech,0.360
planting_recommendations,2,recommended,speech,0.521
planned_visit,2,planned_event,event,0.566
planned_meetings,2,planned_event,event,0.553
planned_meals,2,ate_at,set,0.498
planned_event,2,planned_event,event,0.798
planned_dishes,2,cooked,set,0.472
pig_farming,2,other,unknown,0.301
piano_lessons,2,other,unknown,0.249
photography_workshop,2,attended,set,0.353
photography_project,2,other,unknown,0.239
photography_gear,2,owns,set,0.397
photography_activity,2,practises_hobby,set,0.433
photo_organization_method,2,other,unknown,0.112
phone_model,2,other,unknown,0.296
pfizer_drug_status,2,health_status,single,0.425
pet_schedule,2,routine,single,0.494
pet_health_history,2,event_occurred,event,0.489
